NQUEST,DEBM11,DEBRF11,TDEBITA11,TMUTUOAB11,MUTUOIN11,ANMUTUO11,MUTUODU11,TIPOTAX11,DEBGAR11_1,DEBGAR11_2,DEBGAR11_3,DEBGAR11_4,DEBPERS11,DEBM12,DEBRF12,TDEBITA12,TMUTUOAB12,MUTUOIN12,ANMUTUO12,MUTUODU12,TIPOTAX12,DEBGAR12_1,DEBGAR12_2,DEBGAR12_3,DEBGAR12_4,DEBPERS12,DEBM13,DEBRF13,TDEBITA13,TMUTUOAB13,MUTUOIN13,ANMUTUO13,MUTUODU13,TIPOTAX13,DEBGAR13_1,DEBGAR13_2,DEBGAR13_3,DEBGAR13_4,DEBPERS13,TAXFIS11,TAXVAR11,TAX11,TAXFIS12,TAXVAR12,TAX12,TAXFIS13,TAXVAR13,TAX13
684240,1,2,20000,4000,60000,2001,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,0,,,,,,
684407,1,2,65000,8800,125000,1999,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,,0,,,,,,
684793,1,2,50000,6000,90000,2005,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
685058,1,2,77000,4200,80000,2008,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
685367,2,2,20000,4000,20000,2009,6,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
685528,2,2,5000,4400,40000,1997,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
685546,1,2,100000,9600,150000,1987,25,1,1,0,0,0,,2,2,50000,4200,70000,1999,15,1,0,0,1,0,1,,,,,,,,,,,,,,3.5,,0,,,1,,,
685664,2,1,35000,3600,40000,2008,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,0,,,,,,
685942,1,1,75000,3960,80000,2005,30,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,,,,,,
686134,1,2,15000,6000,100000,1998,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,0,,,,,,
686135,1,2,20000,4800,50000,2005,10,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
686173,1,2,40000,8500,80000,2003,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,,0,,,,,,
686423,1,2,90000,8400,100000,2005,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,0,,,,,,
687076,1,1,85000,6700,100000,2002,25,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
687135,1,2,89000,5000,90000,2009,30,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687168,2,2,500,6150,90000,1995,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,0,,,,,,
687263,1,2,44000,44000,73000,2002,15,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
687321,1,2,35000,4500,65000,2003,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,0,,,,,,
687497,1,2,20400,4920,74500,1999,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,0,,,,,,
687569,2,2,18000,6000,60000,2004,10,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
687582,2,2,800,3200,16000,2006,5,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688089,1,2,85000,6000,95000,2008,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0,,,,,,
688179,1,2,70000,10000,70000,2009,10,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
688264,1,2,24000,6000,60000,2004,10,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
688287,1,2,135000,8100,150000,2009,20,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700913,1,2,13000,6744,57000,2003,10,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
701035,1,2,80000,3600,80000,2007,20,4,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702613,2,2,99000,6000,100000,2008,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
702643,1,2,20000,5000,50000,2000,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
702827,1,2,30000,4440,67000,2002,20,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704118,1,2,85000,5580,100000,2008,25,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704900,1,2,100000,8500,117000,2005,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
704911,1,2,15000,5160,50000,1999,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,0,,,,,,
706422,1,2,10000,6000,25000,1998,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
706460,1,2,80000,6000,100000,2005,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
706921,1,2,90000,4800,130000,2007,20,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
707857,2,2,10000,2500,25000,1998,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,,,,,,
707963,1,2,600000,30000,900000,2006,30,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
708023,1,2,90000,8700,130000,2005,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
708030,1,2,18000,6000,75000,1998,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,
708043,1,1,90000,8500,120000,1999,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
708090,1,3,79000,4080,91000,2007,30,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
708700,2,2,25000,2000,30000,2007,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,0,,,,,,
709449,1,2,16800,16800,150000,2001,10,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,0,,,,,,
709460,1,2,19800,2580,70000,2004,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0,,,,,,
710606,1,2,8600,1200,11000,2008,10,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
710624,2,2,37000,4200,50000,2007,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,,,,,,
711312,1,2,17800,8600,87000,1998,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,0,,,,,,
712148,1,2,200000,11500,220000,2009,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
712525,1,2,92000,8000,96000,2009,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43,,0,,,,,,
712823,1,2,40000,3000,50000,2005,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,,0,,,,,,
713222,1,2,50000,4250,60000,2008,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,0,,,,,,
713400,1,2,34000,5600,50000,2000,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
713851,1,1,70000,6000,70000,2009,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
713852,1,2,39000,6000,70000,2000,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
714430,1,1,50000,7000,130000,2001,15,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
714602,1,2,73000,7920,85000,2006,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,0,,,,,,
714608,1,2,36000,7200,70000,2000,15,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
715004,1,2,22400,2600,25000,2010,5,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,
715065,1,2,100000,7000,125000,2005,20,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
715880,1,2,70000,8000,150000,2000,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,,0,,,,,,
717409,1,3,80000,6000,100000,2004,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,0,,,,,,
717414,2,3,35000,6900,70000,2002,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,0,,,,,,
717434,1,2,150000,7000,165000,2006,30,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,0,,,,,,
717619,1,2,62000,4000,80000,2001,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,0,,,,,,
717624,1,2,55000,4000,89000,2000,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
717669,1,2,134000,1152,135000,2010,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
719033,1,2,50000,8500,75000,2003,14,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719109,1,2,50000,7000,100000,2003,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
719437,2,2,29000,4200,29000,2008,10,1,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
720003,1,2,6000,20000,20000,2007,4,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,,,,,,
720117,2,2,70000,9000,120000,2005,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
720404,1,2,50000,4500,75000,2003,20,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,0,,,,,,
720634,2,2,60000,6700,83000,2006,17,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
721303,1,2,135000,13560,180000,2008,30,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,0,,,,,,
721520,2,2,26000,3600,27000,2010,5,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,0,,,,,,
721521,1,2,10900,3550,30000,2004,10,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,
721871,1,1,35182,3480,42194,2008,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,0,,,,,,
722141,1,2,120000,8400,132000,2006,30,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85,,0,,,,,,
723200,2,2,4100,900,5000,2010,3,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
723504,1,2,9000,3600,30000,2003,10,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
723506,1,2,80000,11000,140000,2000,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
724042,1,2,48000,12000,120000,1999,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
724537,2,1,18000,2000,20000,2010,6,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,0,,,,,,
725643,1,2,140000,9600,165000,2006,20,2,1,0,0,0,,2,2,2410,2760,3500,2010,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,1,,,1,,,
726743,1,2,70000,7200,100000,2004,20,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727029,1,2,150000,20000,150000,2008,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
727531,2,2,12000,2400,15000,2010,5,4,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728838,1,2,40000,12000,120000,1999,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,0,,,,,,
728852,1,2,13000,3600,100000,1998,15,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
731660,1,2,105000,7200,150000,2007,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0,,,,,,
732013,2,2,2300,500,2500,2010,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
733426,2,2,2000,5600,32000,2004,10,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
733612,1,2,20000,7500,45000,2003,10,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
735148,1,2,120000,7000,140000,2005,30,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,0,,,,,,
735621,1,2,16000,5200,50000,1999,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,0,,,,,,
735659,2,2,75000,5500,80000,2009,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0,,,,,,
736010,1,2,60000,7500,60000,1998,15,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
736801,1,2,70000,2000,115000,2005,30,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
736917,1,2,23000,4200,50000,1999,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,0,,,,,,
736921,1,2,57000,6840,70000,2008,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,,0,,,,,,
737312,1,2,12000,5100,51000,1998,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,,0,,,,,,
737406,2,2,63500,7400,70000,2010,10,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,0,,,,,,
737420,1,1,100000,8600,120000,2007,20,1,1,0,0,0,,2,2,7800,500,8000,2010,3,1,0,0,1,0,1,,,,,,,,,,,,,,2.09,,0,3.09,,0,,,
737436,1,2,60000,4500,92000,2000,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
800003,1,2,100000,8400,150000,2004,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
800010,2,2,135000,8400,200000,2005,22,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
800135,2,1,14000,7500,45000,2004,9,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
800449,1,2,50000,1000,70000,2001,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,0,,,,,,
800546,1,2,70000,9600,100000,2004,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
800689,1,2,110000,6360,160000,2007,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
801037,1,2,150000,9000,180000,2008,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
801221,2,2,5000,1560,12000,2005,10,1,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
801541,1,2,114000,1500,120000,2007,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,0,,,,,,
801901,1,2,55600,5000,68000,2005,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0,,,,,,
801908,2,1,77000,6100,90000,2008,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,0,,,,,,
801955,2,2,11000,3700,15000,2008,6,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
801966,1,2,97000,7800,110000,2005,25,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
801987,2,2,5000,4800,20000,2007,5,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
802001,2,1,4550,1450,6000,2010,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
802145,1,2,70000,6000,75000,2009,28,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,
803509,1,2,120000,7700,141000,2003,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0,,,,,,
803574,1,2,25000,5000,45000,2001,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
804219,1,2,100000,10500,100000,1999,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
804478,1,1,30000,3600,80000,1985,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
804665,1,2,30000,6000,60000,2004,10,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804685,1,2,100000,10800,120000,2008,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
804825,1,2,150000,6240,160000,2009,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
804962,1,2,54000,6000,74000,2002,20,2,1,0,0,0,,2,2,10000,2000,11000,2010,8,2,0,0,1,0,1,,,,,,,,,,,,,,,3.5,0,,2.8,0,,,
805264,2,2,15000,7500,30000,2005,6,2,1,0,0,0,,2,2,18000,6000,45000,2003,10,2,1,0,0,0,,,,,,,,,,,,,,,,,1,,,1,,,
805330,1,2,2400,1200,20000,1991,23,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
805524,1,2,25000,4200,30000,1997,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,0,,,,,,
805932,1,2,63000,6000,82000,2003,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0,,,,,,
806088,1,2,72000,7000,100000,2003,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
806116,2,2,8000,2000,15000,2005,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
806522,2,2,50000,3000,80000,2001,20,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
806537,1,2,250000,15000,260000,2009,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,0,,,,,,
806540,1,2,15000,5000,75000,1998,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,0,,,,,,
806601,1,2,80000,8400,105000,2007,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
806629,1,2,100000,7500,130000,2006,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
806983,1,2,125000,7500,140000,2005,30,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
807146,1,2,53000,6000,78000,2003,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
807288,1,2,30000,6000,50000,2005,10,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
807674,1,2,47000,4600,80000,2002,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
807692,2,1,25000,7000,25000,2009,7,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
808309,2,2,20000,2000,20000,2010,4,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
808314,2,2,10000,3000,10000,2009,4,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,0,,,,,,
809129,1,3,50000,6000,120000,1991,30,4,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809488,1,2,130000,9600,145000,2006,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
809567,1,2,50000,7000,67000,2007,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,,,,,,
809823,2,2,70000,800,95000,2006,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06,,0,,,,,,
809825,1,2,20000,3900,35000,2001,15,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02,,0,,,,,,
811158,1,2,49400,9600,155000,1998,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0,,,,,,
811506,1,2,85000,5000,110000,2005,14,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
811534,1,2,186000,16000,200000,2006,30,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,0,,,,,,
811580,2,2,6000,2000,8000,2010,5,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
811583,2,2,8000,1500,8000,2010,4,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
811805,1,1,87000,7200,120000,2004,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0,,,,,,
811946,1,2,125000,9000,200000,2002,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
812794,1,2,68000,5000,80000,2006,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
812865,1,2,128000,6288,147000,2007,30,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,0,,,,,,
813355,1,2,110000,4800,130000,2007,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
813888,1,1,173200,9600,250000,2003,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
814053,1,2,310000,13000,320000,2009,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
814186,2,2,600,800,5000,2005,6,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
814390,1,2,50000,3600,70000,2004,35,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,,,,,,
814786,1,2,23000,9000,103000,1999,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
816196,1,1,70000,9000,147000,2004,20,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
816847,1,2,22000,7800,75000,2000,13,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,,0,,,,,,
816866,2,1,50000,6000,80000,2006,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
817169,1,2,13000,3000,80000,1983,30,4,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817402,2,2,85000,2200,105000,2002,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
817567,1,2,79000,8500,130000,2002,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
817905,1,2,90000,7600,100000,2007,25,1,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
818245,1,2,7200,2400,75000,1984,30,1,0,0,0,1,,3,1,6500,3600,7000,2009,3,1,0,0,1,0,1,,,,,,,,,,,,,,,,1,,,1,,,
818398,1,2,110000,7800,145000,2004,27,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,0,,,,,,
818768,2,2,20000,5076,45000,2005,10,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0,,,,,,
818857,1,2,16900,1500,20000,2007,15,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
818869,1,2,40000,6000,80000,2002,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,0,,,,,,
819197,2,2,260000,7000,280000,2007,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
819258,1,2,44000,5870,80000,2005,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,0,,,,,,
819402,1,2,15000,528,65000,2002,10,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
819603,2,2,39700,9000,80000,2000,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
819750,1,2,145000,8500,160000,2009,21,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0,,,,,,
820173,2,2,90000,15000,125000,2008,20,4,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820966,1,1,12000,6000,80000,1997,15,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
821342,1,2,75000,7400,80000,2008,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
822263,1,2,44259,6016,77000,2001,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
822536,1,2,55000,4800,100000,2001,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
823327,1,2,118500,1560,120000,2010,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,0,,,,,,
823451,1,2,62000,10800,170000,2000,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,0,,,,,,
824155,1,2,39600,3600,54000,2007,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
824196,1,2,315000,3000,320000,2010,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,0,,,,,,
824344,1,2,30000,5400,62000,2002,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,0,,,,,,
